,A01,A02,A03,A09,A10,A11,A12,A14,A15,A16,B01_011,B01_012,B01_013,B02_001,B02_002,B02_003,B02_004,B02_005,B02_006,B02_007,B02_008,B02_010,B03_014,B04_009,S01,S02,S03,S04,time
3015,28.0,67.9,2833.0,415.0,26.0,87.0,3049.0,114.0,0.6,,,,,,,,,,,,,,,,27.7,25.6,0.7,9.4,2018-06-18 08:40:00
3016,28.0,67.9,2833.0,415.0,26.0,87.9,2681.0,158.0,0.6,,,,,,,,,,,,,,,,27.7,25.6,0.7,9.4,2018-06-18 08:45:00
3017,28.0,67.9,2833.0,415.0,25.8,88.1,2277.0,119.0,0.8,,,,,,,,,,,,,,,,27.7,25.6,0.7,9.4,2018-06-18 08:50:00
3018,27.9,70.0,1578.0,419.0,25.8,88.0,1693.0,140.0,0.1,,,,,,,,,,,,,,,,27.6,25.2,0.7,9.6,2018-06-18 08:55:00
3019,27.8,70.6,1509.0,419.0,25.7,87.9,1705.0,235.0,0.0,,,,,,,,,,,,,,,,27.6,25.3,0.7,9.6,2018-06-18 09:00:00
3020,27.6,70.2,1486.0,420.0,25.3,91.0,1749.0,192.0,0.0,,,,,,,,,,,,,,,,27.5,25.2,0.7,9.6,2018-06-18 09:05:00
3021,27.5,71.0,1330.0,420.0,25.1,91.2,1606.0,128.0,0.0,,,,,,,,,,,,,,,,27.5,25.3,0.7,9.6,2018-06-18 09:10:00
3022,27.4,71.7,1163.0,419.0,24.9,92.7,1354.0,211.0,0.0,,,,,,,,,,,,,,,,27.5,25.6,0.7,9.7,2018-06-18 09:15:00
3023,27.3,72.4,1031.0,422.0,24.7,93.9,1260.0,223.0,0.5,,,,,,,,,,,,,,,,27.5,25.5,0.7,9.7,2018-06-18 09:20:00
3024,27.1,72.8,858.0,422.0,24.5,94.5,995.0,212.0,0.0,,,,,,,,,,,,,,,,27.2,25.7,0.7,9.7,2018-06-18 09:25:00
3025,27.0,73.5,748.0,427.0,24.5,95.0,1006.0,118.0,0.0,,,,,,,,,,,,,,,,27.2,25.2,0.7,9.7,2018-06-18 09:30:00
3026,26.9,74.3,728.0,432.0,24.6,95.3,901.0,114.0,0.0,,,,,,,,,,,,,,,,27.1,25.7,0.7,9.8,2018-06-18 09:35:00
3027,26.8,75.3,613.0,437.0,24.6,95.5,800.0,182.0,0.0,,,,,,,,,,,,,,,,27.1,25.7,0.7,9.8,2018-06-18 09:40:00
3028,26.7,75.8,544.0,437.0,24.6,95.6,700.0,285.0,0.0,,,,,,,,,,,,,,,,27.1,25.0,0.7,9.8,2018-06-18 09:45:00
3029,26.7,76.2,472.0,437.0,24.7,95.8,609.0,285.0,0.0,,,,,,,,,,,,,,,,26.8,25.7,0.7,9.9,2018-06-18 09:50:00
3030,26.6,76.7,400.0,438.0,24.6,95.8,501.0,28.0,0.0,,,,,,,,,,,,,,,,26.7,24.7,0.7,9.9,2018-06-18 09:55:00
3031,26.4,76.7,342.0,435.0,24.6,95.9,413.0,54.0,0.0,,,,,,,,,,,,,,,,26.7,25.0,0.7,9.9,2018-06-18 10:00:00
3032,26.4,76.7,269.0,435.0,24.6,96.0,326.0,106.0,0.0,,,,,,,,,,,,,,,,26.5,25.7,0.7,9.9,2018-06-18 10:05:00
3033,26.3,77.0,216.0,437.0,24.4,96.0,286.0,157.0,0.0,,,,,,,,,,,,,,,,26.5,25.1,0.7,10.0,2018-06-18 10:10:00
3034,26.2,77.6,210.0,435.0,24.3,96.1,279.0,186.0,0.0,,,,,,,,,,,,,,,,26.6,25.6,0.7,10.1,2018-06-18 10:15:00
3035,26.2,77.7,198.0,437.0,24.3,96.2,263.0,193.0,0.0,,,,,,,,,,,,,,,,26.6,25.6,0.7,10.1,2018-06-18 10:20:00
3036,26.1,78.5,166.0,438.0,24.4,96.3,185.0,25.0,0.0,,,,,,,,,,,,,,,,26.5,25.1,0.7,10.1,2018-06-18 10:25:00
3037,26.1,78.7,116.0,442.0,24.4,96.4,132.0,100.0,0.0,,,,,,,,,,,,,,,,26.2,25.7,0.7,10.1,2018-06-18 10:30:00
3038,26.0,78.7,73.0,439.0,24.4,96.5,80.0,19.0,0.0,,,,,,,,,,,,,,,,26.2,24.8,0.7,10.1,2018-06-18 10:35:00
3039,25.9,79.0,41.0,439.0,24.3,96.5,46.0,65.0,0.0,,,,,,,,,,,,,,,,26.2,25.2,0.7,10.2,2018-06-18 10:40:00
3040,25.9,79.3,29.0,443.0,24.3,96.6,31.0,264.0,0.0,,,,,,,,,,,,,,,,26.2,25.6,0.7,10.2,2018-06-18 10:45:00
3041,25.8,79.6,18.0,442.0,24.3,96.6,16.0,260.0,0.0,,,,,,,,,,,,,,,,26.2,25.7,0.7,10.3,2018-06-18 10:50:00
3042,25.7,79.9,8.0,441.0,24.3,96.7,6.0,284.0,0.0,,,,,,,,,,,,,,,,26.2,25.7,0.7,10.3,2018-06-18 10:55:00
3043,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 10:56:59
3044,25.7,80.2,3.0,445.0,24.2,96.7,0.0,273.0,0.0,,,,,,,,,,,,,,,,26.2,25.7,0.7,10.3,2018-06-18 11:00:00
3045,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 11:03:24
3046,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 11:04:09
3047,25.8,80.5,1.0,449.0,24.2,96.8,0.0,300.0,0.0,,,,,,,,,,,,,,,,26.2,25.1,0.7,10.3,2018-06-18 11:05:00
3048,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 11:05:23
3049,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 11:05:50
3050,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 11:09:46
3051,25.7,80.4,0.0,449.0,24.2,96.8,0.0,190.0,0.0,,,,,,,,,,,,,,,,26.1,25.3,0.7,10.3,2018-06-18 11:10:00
3052,25.6,80.5,0.0,451.0,24.2,96.9,0.0,166.0,0.0,,,,,,,,,,,,,,,,26.0,25.7,0.7,10.3,2018-06-18 11:15:00
3053,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 11:19:04
3054,25.6,80.9,0.0,454.0,24.1,96.9,0.0,225.0,0.0,,,,,,,,,,,,,,,,26.0,25.1,0.7,10.4,2018-06-18 11:20:00
3055,25.6,81.0,0.0,453.0,24.2,96.9,0.0,231.0,0.0,,,,,,,,,,,,,,,,26.0,25.1,0.7,10.5,2018-06-18 11:25:00
3056,25.5,80.9,0.0,454.0,24.1,96.9,0.0,221.0,0.0,,,,,,,,,,,,,,,,26.0,25.2,0.7,10.5,2018-06-18 11:30:00
3057,25.5,81.2,0.0,452.0,24.2,97.0,0.0,290.0,0.0,,,,,,,,,,,,,,,,26.0,25.3,0.7,10.5,2018-06-18 11:35:00
3058,25.5,81.6,0.0,457.0,24.1,97.0,0.0,255.0,0.0,,,,,,,,,,,,,,,,26.0,25.7,0.7,10.6,2018-06-18 11:40:00
3059,25.5,81.7,0.0,455.0,24.2,97.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,25.8,25.2,0.7,10.7,2018-06-18 11:45:00
3060,,,,,,,,,,,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,,,,,,,,2018-06-18 11:49:11
3061,25.5,81.7,0.0,454.0,24.1,97.0,0.0,221.0,0.0,,,,,,,,,,,,,,,,25.7,25.3,0.7,10.7,2018-06-18 11:50:00
3062,25.4,81.7,0.0,453.0,24.1,97.1,0.0,235.0,0.0,,,,,,,,,,,,,,,,25.7,25.6,0.7,10.8,2018-06-18 11:55:00
3063,25.4,81.5,0.0,455.0,24.1,97.1,0.0,237.0,0.0,,,,,,,,,,,,,,,,25.7,25.2,0.7,10.8,2018-06-18 12:00:00
3064,25.4,81.5,0.0,455.0,24.1,97.1,0.0,237.0,0.0,,,,,,,,,,,,,,,,25.7,25.2,0.7,10.8,2018-06-18 12:05:00
3065,25.2,81.3,0.0,451.0,24.0,97.1,0.0,238.0,0.0,,,,,,,,,,,,,,,,25.7,25.1,0.7,10.9,2018-06-18 12:10:00
3066,25.1,81.3,0.0,453.0,23.9,97.1,0.0,241.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,10.9,2018-06-18 12:15:00
3067,25.1,81.6,0.0,456.0,23.9,97.1,0.0,229.0,0.0,,,,,,,,,,,,,,,,25.6,25.7,0.7,11.0,2018-06-18 12:20:00
3068,25.1,81.8,0.0,458.0,23.8,97.1,0.0,200.0,0.0,,,,,,,,,,,,,,,,25.6,25.1,0.7,11.1,2018-06-18 12:25:00
3069,25.0,81.7,0.0,461.0,23.8,97.2,0.0,266.0,0.0,,,,,,,,,,,,,,,,25.5,25.2,0.7,11.1,2018-06-18 12:30:00
3070,24.9,82.1,0.0,462.0,23.9,97.2,0.0,288.0,0.0,,,,,,,,,,,,,,,,25.5,25.6,0.7,11.2,2018-06-18 12:35:00
3071,24.9,82.5,0.0,463.0,23.9,97.2,0.0,233.0,0.0,,,,,,,,,,,,,,,,25.5,25.7,0.7,11.3,2018-06-18 12:40:00
3072,24.9,82.5,0.0,463.0,24.0,97.2,0.0,219.0,0.0,,,,,,,,,,,,,,,,25.5,25.5,0.7,11.3,2018-06-18 12:45:00
3073,25.0,82.7,0.0,466.0,24.0,97.3,0.0,105.0,0.0,,,,,,,,,,,,,,,,25.2,25.7,0.7,11.4,2018-06-18 12:50:00
3074,25.0,83.1,0.0,475.0,24.1,97.2,0.0,97.0,0.0,,,,,,,,,,,,,,,,25.3,25.7,0.7,11.4,2018-06-18 12:55:00
3075,25.0,83.3,0.0,475.0,24.1,97.2,0.0,215.0,0.0,,,,,,,,,,,,,,,,25.3,25.6,0.7,11.5,2018-06-18 13:00:00
3076,25.0,83.1,0.0,466.0,23.9,97.2,0.0,245.0,0.5,,,,,,,,,,,,,,,,25.2,25.8,0.7,11.5,2018-06-18 13:05:00
3077,24.9,82.5,0.0,460.0,23.8,97.2,0.0,215.0,0.0,,,,,,,,,,,,,,,,25.2,25.3,0.7,11.6,2018-06-18 13:10:00
3078,24.8,82.6,0.0,461.0,23.8,97.3,0.0,170.0,0.0,,,,,,,,,,,,,,,,25.2,25.7,0.7,11.7,2018-06-18 13:15:00
3079,24.8,83.1,0.0,457.0,23.8,97.2,0.0,258.0,0.0,,,,,,,,,,,,,,,,25.2,25.6,0.7,11.7,2018-06-18 13:20:00
3080,24.8,83.1,0.0,458.0,23.8,97.2,0.0,91.0,0.7,,,,,,,,,,,,,,,,25.1,25.7,0.7,11.7,2018-06-18 13:25:00
3081,24.8,83.1,0.0,458.0,23.9,97.2,0.0,126.0,0.0,,,,,,,,,,,,,,,,25.1,25.7,0.7,11.7,2018-06-18 13:30:00
3082,24.8,83.1,0.0,458.0,23.9,97.2,0.0,67.0,0.7,,,,,,,,,,,,,,,,25.1,25.7,0.7,11.7,2018-06-18 13:35:00
3083,24.7,83.3,0.0,467.0,23.9,97.2,0.0,234.0,0.0,,,,,,,,,,,,,,,,25.0,25.0,0.7,11.9,2018-06-18 13:40:00
3084,24.7,83.3,0.0,467.0,23.8,97.2,0.0,236.0,0.0,,,,,,,,,,,,,,,,25.0,25.0,0.7,11.9,2018-06-18 13:45:00
3085,24.7,83.3,0.0,467.0,23.8,97.2,0.0,261.0,0.0,,,,,,,,,,,,,,,,25.0,25.0,0.7,11.9,2018-06-18 13:50:00
3086,24.5,83.5,0.0,467.0,23.7,97.2,0.0,236.0,0.0,,,,,,,,,,,,,,,,25.0,25.2,0.7,12.0,2018-06-18 13:55:00
3087,24.5,83.2,0.0,459.0,23.7,97.2,0.0,240.0,0.0,,,,,,,,,,,,,,,,25.0,25.3,0.7,12.1,2018-06-18 14:00:00
3088,24.4,83.0,0.0,456.0,23.5,97.2,0.0,209.0,0.0,,,,,,,,,,,,,,,,24.8,25.7,0.7,12.0,2018-06-18 14:05:00
3089,24.4,83.1,0.0,459.0,23.6,97.2,0.0,100.0,0.0,,,,,,,,,,,,,,,,24.7,25.5,0.6,12.1,2018-06-18 14:10:00
3090,24.4,83.4,0.0,460.0,23.6,97.2,0.0,93.0,0.0,,,,,,,,,,,,,,,,24.7,25.2,0.7,12.1,2018-06-18 14:15:00
3091,24.4,83.7,0.0,467.0,23.6,97.2,0.0,244.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.1,2018-06-18 14:20:00
3092,24.4,83.5,0.0,468.0,23.6,97.2,0.0,256.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.1,2018-06-18 14:25:00
3093,24.5,83.9,0.0,464.0,23.6,97.2,0.0,271.0,0.0,,,,,,,,,,,,,,,,24.7,25.1,0.7,12.2,2018-06-18 14:30:00
3094,24.4,83.1,0.0,461.0,23.5,97.2,0.0,241.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.2,2018-06-18 14:35:00
3095,24.3,83.5,0.0,464.0,23.4,97.2,0.0,222.0,0.0,,,,,,,,,,,,,,,,24.7,25.2,0.7,12.3,2018-06-18 14:40:00
3096,24.3,83.7,0.0,466.0,23.4,97.2,0.0,184.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.6,12.2,2018-06-18 14:45:00
3097,24.3,83.8,0.0,469.0,23.5,97.2,0.0,186.0,0.0,,,,,,,,,,,,,,,,24.6,25.5,0.7,12.3,2018-06-18 14:50:00
3098,24.3,83.9,0.0,473.0,23.6,97.2,0.0,190.0,0.0,,,,,,,,,,,,,,,,24.6,25.7,0.7,12.3,2018-06-18 14:55:00
3099,24.4,84.1,0.0,474.0,23.6,97.2,0.0,229.0,0.0,,,,,,,,,,,,,,,,24.7,25.7,0.7,12.3,2018-06-18 15:00:00
3100,24.4,84.1,0.0,473.0,23.6,97.2,0.0,239.0,0.0,,,,,,,,,,,,,,,,24.6,25.7,0.7,12.3,2018-06-18 15:05:00
3101,24.3,83.6,0.0,468.0,23.6,97.2,0.0,262.0,0.0,,,,,,,,,,,,,,,,24.6,25.7,0.7,12.3,2018-06-18 15:10:00
3102,24.3,83.7,0.0,464.0,23.6,97.2,0.0,265.0,0.0,,,,,,,,,,,,,,,,24.6,25.7,0.7,12.4,2018-06-18 15:15:00
3103,24.3,83.7,0.0,467.0,23.7,97.2,0.0,106.0,0.0,,,,,,,,,,,,,,,,24.5,25.7,0.7,12.3,2018-06-18 15:20:00
3104,24.4,84.0,0.0,470.0,23.6,97.2,0.0,106.0,0.0,,,,,,,,,,,,,,,,24.6,25.7,0.7,12.4,2018-06-18 15:25:00
3105,24.4,84.0,0.0,469.0,23.6,97.2,0.0,106.0,0.0,,,,,,,,,,,,,,,,24.6,25.2,0.7,12.5,2018-06-18 15:30:00
3106,24.4,83.8,0.0,462.0,23.5,97.1,0.0,107.0,0.0,,,,,,,,,,,,,,,,24.6,25.7,0.7,12.5,2018-06-18 15:35:00
3107,24.4,83.4,0.0,466.0,23.5,97.1,0.0,239.0,0.0,,,,,,,,,,,,,,,,24.5,25.6,0.7,12.5,2018-06-18 15:40:00
3108,24.3,83.6,0.0,466.0,23.6,97.1,0.0,264.0,0.0,,,,,,,,,,,,,,,,24.5,25.7,0.7,12.5,2018-06-18 15:45:00
3109,24.3,83.4,0.0,463.0,23.5,97.0,0.0,207.0,0.0,,,,,,,,,,,,,,,,24.5,25.2,0.7,12.5,2018-06-18 15:50:00
3110,24.3,83.3,0.0,458.0,23.5,96.7,0.0,221.0,0.0,,,,,,,,,,,,,,,,24.5,25.7,0.7,12.5,2018-06-18 15:55:00
3111,24.3,83.5,0.0,459.0,23.5,96.4,0.0,216.0,0.0,,,,,,,,,,,,,,,,24.5,25.7,0.7,12.5,2018-06-18 16:00:00
3112,24.3,83.4,0.0,455.0,23.6,96.2,0.0,230.0,0.0,,,,,,,,,,,,,,,,24.5,25.0,0.7,12.5,2018-06-18 16:05:00
3113,24.4,83.4,0.0,457.0,23.6,96.1,0.0,251.0,0.0,,,,,,,,,,,,,,,,24.5,24.8,0.7,12.5,2018-06-18 16:10:00
3114,24.3,83.3,0.0,457.0,23.7,96.1,0.0,261.0,0.0,,,,,,,,,,,,,,,,24.3,25.3,0.7,12.6,2018-06-18 16:15:00
3115,24.2,83.2,0.0,456.0,23.7,95.8,0.0,221.0,0.0,,,,,,,,,,,,,,,,24.3,25.7,0.7,12.6,2018-06-18 16:20:00
3116,24.3,83.1,0.0,454.0,23.6,95.5,0.0,238.0,0.0,,,,,,,,,,,,,,,,24.2,25.7,0.7,12.6,2018-06-18 16:25:00
3117,24.3,83.2,0.0,458.0,23.7,95.4,0.0,225.0,0.0,,,,,,,,,,,,,,,,24.3,25.7,0.7,12.6,2018-06-18 16:30:00
3118,24.3,83.2,0.0,457.0,23.7,95.4,0.0,227.0,0.0,,,,,,,,,,,,,,,,24.2,25.6,0.7,12.6,2018-06-18 16:35:00
3119,24.3,83.3,0.0,462.0,23.7,95.4,0.0,224.0,0.0,,,,,,,,,,,,,,,,24.2,25.1,0.7,12.6,2018-06-18 16:40:00
3120,24.3,83.6,0.0,462.0,23.8,95.6,0.0,224.0,0.0,,,,,,,,,,,,,,,,24.2,25.6,0.7,12.6,2018-06-18 16:45:00
3121,24.3,83.8,0.0,464.0,23.7,95.7,0.0,242.0,0.0,,,,,,,,,,,,,,,,24.2,25.7,0.7,12.6,2018-06-18 16:50:00
3122,24.3,83.4,0.0,463.0,23.7,95.7,0.0,244.0,0.0,,,,,,,,,,,,,,,,24.2,25.2,0.7,12.6,2018-06-18 16:55:00
3123,24.2,83.3,0.0,461.0,23.7,95.4,0.0,248.0,0.0,,,,,,,,,,,,,,,,24.2,25.7,0.7,12.6,2018-06-18 17:00:00
3124,24.2,83.4,0.0,457.0,23.7,95.5,0.0,249.0,0.0,,,,,,,,,,,,,,,,24.2,25.0,0.7,12.6,2018-06-18 17:05:00
3125,24.2,83.0,0.0,455.0,23.6,95.4,0.0,217.0,0.0,,,,,,,,,,,,,,,,24.2,25.2,0.7,12.6,2018-06-18 17:10:00
3126,24.2,83.4,0.0,458.0,23.5,95.0,0.0,218.0,0.0,,,,,,,,,,,,,,,,24.2,25.6,0.7,12.6,2018-06-18 17:15:00
3127,24.2,83.4,0.0,465.0,23.5,95.0,0.0,209.0,0.0,,,,,,,,,,,,,,,,24.2,25.7,0.7,12.6,2018-06-18 17:20:00
3128,24.2,83.7,0.0,465.0,23.6,95.3,0.0,209.0,0.0,,,,,,,,,,,,,,,,24.2,25.3,0.7,12.6,2018-06-18 17:25:00
3129,24.2,83.2,0.0,467.0,23.5,95.4,0.0,242.0,0.0,,,,,,,,,,,,,,,,24.2,25.1,0.7,12.6,2018-06-18 17:30:00
3130,24.0,82.9,0.0,457.0,23.5,95.6,0.0,301.0,0.0,,,,,,,,,,,,,,,,24.1,25.7,0.7,12.7,2018-06-18 17:35:00
3131,24.0,83.0,0.0,458.0,23.5,95.5,0.0,260.0,0.0,,,,,,,,,,,,,,,,24.1,25.1,0.7,12.7,2018-06-18 17:40:00
3132,24.0,83.3,0.0,460.0,23.5,95.3,0.0,248.0,0.0,,,,,,,,,,,,,,,,24.1,25.2,0.7,12.7,2018-06-18 17:45:00
3133,24.1,83.5,0.0,459.0,23.5,95.0,0.0,248.0,0.0,,,,,,,,,,,,,,,,24.1,25.7,0.7,12.7,2018-06-18 17:50:00
3134,24.1,83.6,0.0,462.0,23.5,94.7,0.0,237.0,0.0,,,,,,,,,,,,,,,,24.1,25.6,0.7,12.7,2018-06-18 17:55:00
3135,24.2,83.8,0.0,465.0,23.5,94.6,0.0,234.0,0.0,,,,,,,,,,,,,,,,24.1,25.6,0.7,12.7,2018-06-18 18:00:00
3136,24.1,83.5,0.0,467.0,23.5,94.8,0.0,251.0,0.0,,,,,,,,,,,,,,,,24.1,25.2,0.7,12.7,2018-06-18 18:05:00
3137,24.1,82.8,0.0,462.0,23.5,94.9,0.0,281.0,0.0,,,,,,,,,,,,,,,,24.0,24.8,0.7,12.7,2018-06-18 18:10:00
3138,23.9,82.7,0.0,462.0,23.5,95.0,0.0,264.0,0.0,,,,,,,,,,,,,,,,24.0,25.7,0.7,12.7,2018-06-18 18:15:00
3139,23.9,82.8,0.0,459.0,23.4,95.2,0.0,242.0,0.0,,,,,,,,,,,,,,,,24.0,25.6,0.7,12.7,2018-06-18 18:20:00
3140,24.0,83.0,0.0,458.0,23.4,95.0,0.0,148.0,0.0,,,,,,,,,,,,,,,,24.0,25.3,0.7,12.7,2018-06-18 18:25:00
3141,24.0,83.6,0.0,462.0,23.4,94.8,0.0,222.0,0.0,,,,,,,,,,,,,,,,24.0,25.5,0.7,12.6,2018-06-18 18:30:00
3142,24.0,83.7,0.0,463.0,23.4,94.9,0.0,229.0,0.0,,,,,,,,,,,,,,,,24.0,25.6,0.7,12.6,2018-06-18 18:35:00
3143,24.0,82.7,0.0,459.0,23.4,94.8,0.0,202.0,0.0,,,,,,,,,,,,,,,,24.0,25.1,0.7,12.6,2018-06-18 18:40:00
3144,24.0,82.7,0.0,458.0,23.3,94.8,0.0,222.0,0.0,,,,,,,,,,,,,,,,24.0,24.7,0.7,12.5,2018-06-18 18:45:00
3145,24.0,82.7,0.0,456.0,23.3,94.8,0.0,221.0,0.0,,,,,,,,,,,,,,,,24.0,25.0,0.7,12.6,2018-06-18 18:50:00
3146,24.0,82.7,0.0,460.0,23.4,94.9,0.0,227.0,0.0,,,,,,,,,,,,,,,,23.8,25.7,0.7,12.6,2018-06-18 18:55:00
3147,23.9,82.8,0.0,462.0,23.4,95.3,0.0,247.0,0.0,,,,,,,,,,,,,,,,23.8,25.6,0.7,12.6,2018-06-18 19:00:00
3148,23.9,82.8,0.0,462.0,23.3,95.2,0.0,242.0,0.0,,,,,,,,,,,,,,,,23.8,25.6,0.7,12.6,2018-06-18 19:05:00
3149,23.8,83.1,0.0,460.0,23.3,95.0,0.0,212.0,0.0,,,,,,,,,,,,,,,,23.8,25.7,0.7,12.6,2018-06-18 19:10:00
3150,23.9,83.2,0.0,463.0,23.4,94.7,0.0,92.0,0.0,,,,,,,,,,,,,,,,23.7,25.6,0.7,12.6,2018-06-18 19:15:00
3151,23.9,83.7,0.0,469.0,23.5,94.9,0.0,114.0,0.0,,,,,,,,,,,,,,,,23.8,25.7,0.7,12.6,2018-06-18 19:20:00
3152,23.9,83.9,0.0,472.0,23.5,94.9,0.0,208.0,0.0,,,,,,,,,,,,,,,,23.7,25.7,0.7,12.7,2018-06-18 19:25:00
3153,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 19:26:14
3154,,,,,,,,,,,"[1, 100, 0]","[1, 100, 0]","[1, 100, 0]","[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,,,,,,,,2018-06-18 19:26:23
3155,23.9,83.7,0.0,470.0,23.4,95.2,0.0,262.0,0.0,,,,,,,,,,,,,,,,23.7,25.3,0.7,12.7,2018-06-18 19:30:00
3156,23.8,83.7,0.0,469.0,23.3,95.3,0.0,308.0,0.2,,,,,,,,,,,,,,,,23.7,25.8,0.7,12.6,2018-06-18 19:35:00
3157,23.9,83.8,0.0,469.0,23.3,95.4,0.0,230.0,0.0,,,,,,,,,,,,,,,,23.7,24.8,0.7,12.7,2018-06-18 19:40:00
3158,24.0,84.0,0.0,470.0,23.2,95.3,0.0,218.0,0.0,,,,,,,,,,,,,,,,23.7,25.7,0.7,12.7,2018-06-18 19:45:00
3159,24.0,84.1,0.0,469.0,23.3,95.3,0.0,201.0,0.0,,,,,,,,,,,,,,,,23.8,25.8,0.7,12.7,2018-06-18 19:50:00
3160,24.0,84.3,0.0,471.0,23.3,95.4,0.0,1.0,0.0,,,,,,,,,,,,,,,,23.7,24.7,0.7,12.7,2018-06-18 19:55:00
3161,24.0,84.0,0.0,482.0,23.3,95.6,0.0,359.0,0.0,,,,,,,,,,,,,,,,23.7,25.8,0.7,12.7,2018-06-18 20:00:00
3162,24.0,84.2,0.0,481.0,23.3,95.7,0.0,359.0,0.0,,,,,,,,,,,,,,,,23.7,25.2,0.7,12.7,2018-06-18 20:05:00
3163,24.1,84.3,0.0,482.0,23.4,95.9,0.0,330.0,0.0,,,,,,,,,,,,,,,,23.7,25.0,0.7,12.8,2018-06-18 20:10:00
3164,24.1,84.4,0.0,482.0,23.4,96.0,0.0,323.0,0.0,,,,,,,,,,,,,,,,23.7,25.2,0.7,12.7,2018-06-18 20:15:00
3165,24.1,84.4,0.0,483.0,23.4,96.1,0.0,13.0,0.0,,,,,,,,,,,,,,,,23.7,25.0,0.7,12.8,2018-06-18 20:20:00
3166,24.1,84.5,0.0,485.0,23.4,96.1,0.0,251.0,0.0,,,,,,,,,,,,,,,,23.7,25.2,0.7,12.8,2018-06-18 20:25:00
3167,24.1,84.4,0.0,486.0,23.4,96.2,0.0,202.0,0.0,,,,,,,,,,,,,,,,23.8,25.1,0.7,12.8,2018-06-18 20:30:00
3168,24.1,84.5,0.0,489.0,23.3,96.1,0.0,181.0,0.0,,,,,,,,,,,,,,,,23.7,24.8,0.7,12.8,2018-06-18 20:35:00
3169,24.2,84.7,0.0,490.0,23.4,96.1,0.0,170.0,0.0,,,,,,,,,,,,,,,,23.7,24.8,0.7,12.8,2018-06-18 20:40:00
3170,24.1,84.6,0.0,492.0,23.3,96.4,0.0,97.0,0.0,,,,,,,,,,,,,,,,23.7,25.8,0.7,12.8,2018-06-18 20:45:00
3171,24.1,84.6,0.0,496.0,23.0,96.4,0.0,27.0,1.0,,,,,,,,,,,,,,,,23.7,25.7,0.7,12.8,2018-06-18 20:50:00
3172,24.0,84.2,1.0,490.0,22.7,96.6,0.0,331.0,0.3,,,,,,,,,,,,,,,,23.7,25.6,0.7,12.8,2018-06-18 20:55:00
3173,23.9,83.7,7.0,478.0,22.6,96.8,4.0,349.0,0.5,,,,,,,,,,,,,,,,23.7,25.7,0.7,12.8,2018-06-18 21:00:00
3174,23.9,83.5,7.0,469.0,22.5,96.9,6.0,353.0,0.6,,,,,,,,,,,,,,,,23.6,25.6,0.7,12.8,2018-06-18 21:05:00
3175,23.8,83.6,35.0,466.0,22.5,97.1,29.0,298.0,0.4,,,,,,,,,,,,,,,,23.7,25.1,0.7,12.8,2018-06-18 21:10:00
3176,23.8,83.8,64.0,469.0,22.6,97.1,97.0,312.0,0.0,,,,,,,,,,,,,,,,23.7,25.0,0.7,12.8,2018-06-18 21:15:00
3177,23.7,83.5,143.0,469.0,22.5,97.1,160.0,279.0,0.6,,,,,,,,,,,,,,,,23.6,25.7,0.7,12.7,2018-06-18 21:20:00
3178,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:21:08
3179,23.7,83.6,296.0,469.0,22.5,97.3,357.0,275.0,0.0,,,,,,,,,,,,,,,,23.6,25.2,0.7,12.7,2018-06-18 21:25:00
3180,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:27:58
3181,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:28:26
3182,23.7,83.9,466.0,468.0,22.6,97.4,459.0,225.0,0.0,,,,,,,,,,,,,,,,23.6,25.7,0.7,12.6,2018-06-18 21:30:00
3183,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:30:52
3184,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:32:14
3185,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:32:41
3186,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:33:27
3187,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-18 21:33:55
